PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
0bHiA,r2q1rk1/pp3p1p/4pbp1/1Q1p4/4N3/7P/PP3PP1/3RR1K1 b - - 1 18,f6b2 b5b2 d5e4 d1d8,1276,75,90,602,advantage hangingPiece master middlegame short,https://lichess.org/hOcfBkrs/black#36
09EUx,1r5r/6kp/Q3ppp1/3p1n2/3P4/2n1P1K1/5PPP/5B1R w - - 9 32,g3h3 c3e4 g2g4 e4f2 h3g2 f2g4,2322,202,100,9,crushing deflection exposedKing fork long middlegame,https://lichess.org/xGoPwuKc#63
0PMd8,3r1rk1/pp3ppp/8/5n2/3p4/2B4P/PP1R1PP1/3R2K1 b - - 1 21,d4c3 d2d8 c3c2 d8f8,800,97,93,527,advantage endgame short,https://lichess.org/UsYl0ZIu/black#42
0qGoE,r3k3/2Qn3p/4q1p1/1P1Rp3/3pP3/5P2/2P3PP/6K1 b - - 0 31,a8a3 d5d6 e6d6 c7d6,2419,82,90,1098,advantage endgame short,https://lichess.org/T2B1O1xc/black#62
0KCze,1r1q4/1Bp3Q1/p2kpr1p/4N1p1/3P4/2p3P1/PP4PP/R5K1 w - - 1 27,e5c6 c3b2 a1b1 d8f8 g7f8 b8f8,2299,119,57,17,advancedPawn advantage long middlegame,https://lichess.org/8oBVp7Gd#53
0jJcx,QK6/3q4/1k6/8/8/8/8/8 w - - 1 89,a8a6 b6a6 b8a8 d7b7,1043,91,90,371,endgame hangingPiece mate mateIn2 queenEndgame short,https://lichess.org/SEURjh9X#177
093XY,r1bqk1nr/1p1p1pbp/p3p1p1/2p5/3nP3/2NP1N2/PPP1BPPP/R1BQ1RK1 w kq - 1 8,c1g5 d4f3 e2f3 d8g5,1339,78,86,72,crushing kingsideAttack opening short,https://lichess.org/w9ymabse#15
0g8ER,8/p1k4p/1p1p2p1/1P1PppPP/P7/1n2KP1B/8/8 b - - 0 37,b3c5 h3f5 g6f5 g5g6 h7g6 h5h6,2017,74,97,4654,advantage endgame long sacrifice,https://lichess.org/vRSOz3wz/black#74
0JqC1,5rk1/p5pp/4p3/2p5/8/2PN2b1/PP2R1P1/6K1 w - - 0 36,d3c5 f8d8 e2f2 g3f2,1884,88,57,25,crushing endgame quietMove short,https://lichess.org/zot2eSn0#71
0hPbM,7k/q6p/p2n2p1/4b2r/1pB1P1Q1/3P1P2/PP3R1P/1R5K w - - 9 32,g4e6 d6c4 f2e2 a7b8 f3f4 e5f4 e6f6 h8g8 d3c4 f4h2,2163,190,100,11,equality middlegame quietMove veryLong,https://lichess.org/PuoTHwIY#63
12O2B,8/2KP4/2R5/1p5p/6pk/3r4/8/8 b - - 0 45,g4g3 c6d6 d3d6 c7d6 g3g2 d7d8q,1625,75,32,147,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/YXNwbzbB/black#90
0rdjp,6k1/3q1ppp/2p5/3p2PQ/3P1b2/7r/5P2/3B2RK w - - 1 29,h5h3 d7h3,1200,275,100,15,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/NIKUfPkc#57
0hnrI,r2q2k1/pp3ppn/3b3p/2pQ4/6P1/P1PPr2P/1P1N1P2/R1B1K2R w KQ - 0 17,f2e3 d6g3 e1e2 d8d5,1281,76,88,156,crushing discoveredAttack middlegame short,https://lichess.org/kqfuVzdM#33
0YAOY,5rk1/pp5p/2p1Qbp1/5p2/5q2/3P1B1P/P1P3P1/1R5K b - - 1 28,f8f7 b1b7 f4c1 h1h2 f6e5 g2g3,1976,74,94,2374,crushing endgame long pin,https://lichess.org/9nU0IJpE/black#56
0d1ng,8/p2k1n2/1p3Pr1/2pP4/3p1R1p/7P/PP2K1PB/8 w - - 9 39,e2d3 g6g2 f4e4 g2h2 e4e7 d7d6,2180,77,83,140,advantage endgame long master trappedPiece,https://lichess.org/qCx7Sqr8#77
0H7E6,r6r/ppp3p1/4k3/3pP2p/5P2/2N4n/PPP3PP/R2QR1qK w - - 8 20,e1g1 h3f2,888,108,93,86,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/eNWGaZZJ#39
11Q8w,1br1r1k1/1pq2pp1/pNn4p/8/3P4/P3B2P/1PR2PP1/R1Q3K1 w - - 3 23,b6c8 c7h2 g1f1 c6d4,2166,79,80,277,crushing middlegame short,https://lichess.org/dSnuVGfC#45
00wL8,R4rk1/2PR1ppp/8/8/7P/8/P3pqPK/8 b - - 0 33,f8a8 d7d8 a8d8 c7d8q,872,79,92,170,advancedPawn backRankMate endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/JRlzUS96/black#66
0bIHv,r1n3k1/1pp3p1/3p3p/pPPPp1bP/2B1P1P1/2N5/P7/R4K2 b - - 0 27,d6c5 d5d6 g8f8 d6c7 c8b6 c4e6,2202,75,83,113,advancedPawn crushing defensiveMove discoveredAttack endgame long,https://lichess.org/lG1QQ2mh/black#54
0NKj7,8/6p1/rp2ppkp/1R1pP3/P2P1PPP/K7/8/8 b - - 0 34,f6f5 h4h5 g6f7 g4f5,1884,74,78,80,crushing deflection endgame rookEndgame short,https://lichess.org/gR4Atnwb/black#68
02MvQ,2kr3r/pppn1ppp/8/8/3PN1n1/5N1q/PPP1Bb2/R1BQR1K1 w - - 0 20,e4f2 h3g3 g1f1 g3f2,1660,76,97,8646,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/IeHed4JK#39
0v43E,2q5/6p1/2Pp2k1/3Qp1P1/6K1/6P1/5P2/8 w - - 5 54,g4h4 c8h8 h4g4 h8h5,1083,104,69,59,endgame mate mateIn2 queenEndgame short,https://lichess.org/wW1bI2sH#107
0FH3l,rnb1k3/pp2np1p/2pP1Br1/2q5/8/1B3Q2/P4PPP/R4KNR b q - 0 14,c5d6 b3f7 e8f7 f6e5 f7e8 e5d6,2112,76,89,843,attackingF2F7 crushing discoveredAttack long opening sacrifice,https://lichess.org/eVyLCQX0/black#28
0d0PW,r2qk2r/ppp2pp1/3b1n2/3p3p/8/4PB2/PPP2PPP/R1BQ1RK1 b kq - 0 11,d6h2 g1h2 f6g4 h2h3,2441,79,85,117,advantage hangingPiece master middlegame short,https://lichess.org/2mI2g0em/black#22
0ERul,5rk1/p2n1pb1/3p1qp1/8/P4R2/5b2/1PP3PP/R1BQ3K w - - 0 24,f4f6 f3d1 f6d6 d1g4,1818,77,91,95,defensiveMove equality middlegame short,https://lichess.org/bFhvu53T#47
0dcDw,3b3k/qp4pp/p1np4/P3p3/2N1P1n1/2P2Q2/1P4PP/R4BK1 w - - 2 24,g1h1 g4f2 f3f2 a7f2,851,78,85,334,crushing kingsideAttack middlegame short,https://lichess.org/NkSkQo6n#47
10aTZ,8/1p6/4p3/2k1P3/1p1n1P1P/3K4/2p5/2R5 w - - 0 42,h4h5 b4b3 h5h6 c5b4 d3d4 b3b2 c1c2 b2b1q,2520,76,99,169,advancedPawn crushing endgame promotion sacrifice veryLong,https://lichess.org/RetBFfoY#83
0bgEN,1k2rr2/1p6/pq1p4/5P2/2Q3p1/1NR2b2/PPP4P/1KR5 w - - 3 30,b3d4 e8e4 c3d3 f3e2,2340,75,94,4028,advantage master middlegame short,https://lichess.org/97mjsBhT#59
0U1ko,6rk/8/6qp/4p2p/3bP2P/5QP1/2R2P2/3N2K1 w - - 0 36,d1c3 g6g3 f3g3 g8g3 g1h2 g3c3,1699,75,97,3537,crushing endgame long pin,https://lichess.org/0KBaZTnl#71
0pTO2,r7/ppp2N1k/1b4pP/4Q3/8/2P3P1/bP5K/n7 b - - 1 33,a2f7 e5g7,1102,230,100,18,endgame mate mateIn1 oneMove,https://lichess.org/Patk5XWK/black#66
0u5OJ,8/4k1p1/8/4PPKp/pp5P/5n2/1P6/1B6 w - - 2 42,g5f4 f3d2 b1a2 b4b3,2030,75,91,625,crushing endgame master short,https://lichess.org/6XDQtjh2#83
0aqAz,4r2k/pp1q2pp/3b1r2/5P2/P2PQ3/4B2R/1P4PP/5RK1 w - - 1 29,e4d5 d6h2 g1h2 d7d5,1500,500,100,0,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/DouFcxLh#57
0UiVh,r2q1rk1/1pp2pp1/p2p2nB/2b5/4P2P/P5R1/1PP2PPQ/2K2B1R b - - 0 20,g7h6 h4h5 c5f2 h5g6 f2g3 h2h6 g3f4 h6f4,2250,77,91,236,crushing discoveredAttack middlegame sacrifice veryLong,https://lichess.org/wQ7a9bc2/black#40
12YnY,8/1P3pk1/2R3p1/P7/1r5p/8/2K5/8 b - - 0 45,h4h3 c6b6 b4b6 a5b6,1484,74,82,498,advantage endgame master rookEndgame short,https://lichess.org/B3nGLu2q/black#90
0L84L,3r2k1/pp3p1p/1q4p1/3PQ3/2P5/6P1/PB3bKP/8 b - - 1 29,f2d4 b2d4 f7f6 d4b6 f6e5 b6d8,1798,88,85,29,crushing endgame long,https://lichess.org/DnqLAYiy/black#58
00KOz,8/r4k2/7R/5PK1/1n6/8/8/8 b - - 3 56,b4d5 h6h7 f7f8 h7a7,981,79,100,468,crushing endgame master short skewer,https://lichess.org/QVprMNzR/black#112
11Cyk,3B4/pp3kp1/8/4p3/4p1Q1/2Pp3P/PP3qP1/7K w - - 6 31,g4e4 f2f1 h1h2 f1f4 e4f4 e5f4 d8g5 d3d2,1868,73,97,4181,advancedPawn crushing endgame veryLong,https://lichess.org/g3ciESAV#61
0UtOY,6k1/pp3ppp/8/3rpN1P/1P6/P3KP2/6r1/7R b - - 1 29,h7h6 f5e7 g8f8 e7d5,764,94,85,602,advantage endgame fork short,https://lichess.org/O1qPP70M/black#58
13Rz9,r4k1r/2q2p2/p1pR4/5Q2/2p3n1/2N4P/PPP3P1/5R1K b - - 0 23,c7d6 f5f7,825,79,54,72,mate mateIn1 middlegame oneMove,https://lichess.org/rfoSTR05/black#46
051YJ,7k/pp2q1p1/1n2p1Bp/1b3pN1/1n1P3P/8/PP1K1PP1/1Q5R b - - 0 24,h6g5 h4g5 h8g8 h1h8 g8h8 b1h1 h8g8 h1h7 g8f8 h7h8,1769,73,96,9215,attraction discoveredAttack kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/BLp2HacV/black#48
0TgbO,3r1rk1/pp3ppp/2n1b3/q7/4Q3/3BP3/3RNPPP/4K2R b K - 10 19,e6f5 e4f5 a5f5 d3f5 d8d2 e1d2,802,78,100,607,advantage long middlegame,https://lichess.org/rbQ8ISjQ/black#38
0yVzm,5r2/1r1k2pp/R3p3/2Rn1p2/3P3P/4B1P1/4KP2/8 w - - 1 29,a6c6 d5b4 d4d5 e6d5,2205,77,91,259,crushing endgame master short,https://lichess.org/fMH8YWEI#57
024qM,r1q2rk1/2p3p1/pbp2n2/7P/7B/2N2Q1N/PP3P2/R2R2K1 w - - 0 24,g1h2 f6g4 h2g2 f8f3,1094,81,92,87,crushing discoveredAttack middlegame short,https://lichess.org/C98IYThi#47
0LKcA,4r1k1/5pp1/R1N1p2p/8/8/4P3/1b3PPP/6K1 b - - 0 28,e8c8 c6e7 g8f8 e7c8,795,81,82,102,crushing endgame fork master short,https://lichess.org/11y9q958/black#56
077Js,3rk3/6b1/5pP1/4p3/pp1P4/P1P1B3/qPK5/3R2Q1 w - - 0 32,d4e5 b4b3 c2c1 a2a1,1538,131,68,26,endgame mate mateIn2 short,https://lichess.org/zxZgn5CU#63
0n4oJ,r2q1k1r/p3bppp/1pn5/2pp1N2/3PnB2/5N2/PPP2PPP/R2QR1K1 w - - 6 13,e1e4 d5e4 d4d5 d8d7,1425,500,-100,0,equality hangingPiece middlegame short,https://lichess.org/aOa2Hhjm#25
0cZ3f,8/3b3k/2pN1qpp/2Pp2p1/6P1/4QP1P/6K1/8 b - - 0 41,f6f4 e3e7 h7g8 e7d8 f4f8 d8d7,2052,75,93,595,crushing endgame fork long,https://lichess.org/tFvWN8vF/black#82
0lTTE,r1b2rk1/1p2bppp/p3pn2/8/P1B4q/2N1B3/1P2QPPP/3R1RK1 b - - 3 14,c8d7 d1d4 h4d4 e3d4,2220,76,95,1323,crushing middlegame short,https://lichess.org/HUoPCjpi/black#28
0Y5VH,r4rk1/p3bppp/Q7/2pqp3/8/3BB2P/PPP2Pb1/R3K1R1 b Q - 3 16,e5e4 d3c4 d5e5 g1g2,1572,74,81,96,advantage middlegame short,https://lichess.org/SWkyAopq/black#32
10qBy,4r1k1/2q4p/1pP3pB/pB1bp3/P2pn1PQ/7P/1P6/5RK1 b - - 3 32,e4d6 h4f6 d6f5 g4f5,1568,74,93,912,crushing middlegame short,https://lichess.org/07MFW4x9/black#64
0d6T9,8/5p1k/p2p2p1/4p3/1p2Pn1p/1P2qP1P/P1R3PK/B4B1N w - - 2 34,h1f2 e3e1 a1e5 d6e5,1881,75,93,439,advantage endgame fork master short,https://lichess.org/53Nt4sYJ#67
0Exzv,r1bk1b1r/p1p2pp1/1pp4p/4Pn2/8/2N2N1P/PPP2PP1/R1BR2K1 b - - 1 11,c8d7 g2g4 f5e7 e5e6 f7e6 f3e5,2467,99,89,316,crushing long middlegame pin,https://lichess.org/ZuAgJTkI/black#22
0eOp0,2b2bk1/3q4/p1p2Qpp/1pr2p2/7P/1P4P1/P4PB1/2B1R1K1 b - - 5 33,f8g7 f6g6 c5c1 e1c1,1356,355,100,1,crushing middlegame short,https://lichess.org/IYiwbZYW/black#66
0jz99,1rb1r1kR/4ppB1/p7/2p1q3/4n1P1/2N2P2/PP1Q4/2KR4 b - - 1 24,g8g7 d2h6,1054,76,94,173,mate mateIn1 middlegame oneMove,https://lichess.org/9n5ZGTnm/black#48
0kx3E,1r4k1/5ppp/8/8/8/4B3/p1R2PPP/6K1 w - - 0 28,c2a2 b8b1 e3c1 b1c1,600,126,56,52,backRankMate endgame mate mateIn2 short,https://lichess.org/7GwuvdJC#55
0CsPB,2R4k/5rpp/p2p4/1p4P1/4PQ2/P7/1q4P1/7K b - - 1 28,f7f8 c8f8,947,88,91,177,backRankMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/xDmGQT3h/black#56
0gjSk,4r1qk/p1b3p1/1p5p/3p3Q/3B1P2/7P/PP3R1K/8 b - - 4 38,e8f8 h5h6 g8h7 d4g7,1515,107,80,15,crushing endgame pin short,https://lichess.org/Ml7hysy3/black#76
0NFlN,8/2k5/2r2p1R/6p1/3K2P1/8/7P/8 w - - 0 54,d4e4 f6f5 e4f5 c6h6,1515,93,85,20,crushing discoveredAttack endgame rookEndgame short,https://lichess.org/JWviznol#107
0J2Aw,r5k1/1p1r1ppp/pp2b3/3P1q2/3R1N2/P4P2/1P3P1P/2RQ3K b - - 16 25,a8d8 d5e6 d7d4 d1d4,1957,74,92,788,crushing middlegame short,https://lichess.org/uVt1iaZ4/black#50
0fI4x,8/8/1k3p2/5p1p/P1K1pP2/6PP/8/8 w - - 3 37,c4d4 b6a5 g3g4 f5g4 h3g4 h5g4 d4e4 f6f5,2271,97,92,31,crushing endgame pawnEndgame veryLong,https://lichess.org/c4FD2tSB#73
0hgGE,5b1k/p2q2pp/1pn5/2pn2N1/2Qp4/1P1P2PP/PB2P1B1/6K1 b - - 1 24,d5e3 g5f7 d7f7 c4f7,1091,77,90,332,crushing kingsideAttack middlegame short,https://lichess.org/zODIIsO3/black#48
0w9Zy,2kr3r/bppq1pp1/p1np4/P3p3/BP2P1b1/1QPP1Nnp/3N1P1P/R1B1R1K1 w - - 0 16,h2g3 g4f3 g1h2 a7f2 d2f3 d7g4,2477,97,88,133,crushing long middlegame,https://lichess.org/gpURd86u#31
0ibN3,r7/6p1/4p2k/pp1pN1Nn/3Pnr2/P1P5/1P4PK/R3R3 w - - 2 30,g5e6 f4h4 h2g1 h5g3 e5f7 h6g6,1962,181,100,10,middlegame,https://lichess.org/5Zt7TwyP#59
0yROe,8/1pk5/p3p2p/P5p1/rP3p2/2P1nP1P/6PB/4R1K1 b - - 0 36,a4a2 e1e3 a2a1 g1f2,1306,74,85,532,advantage endgame pin short,https://lichess.org/qHrMMtXJ/black#72
0AKSZ,8/4k3/p3p1pp/P4p2/7P/2PN1Pb1/1PB1K1b1/8 b - - 0 37,g3h4 d3f4 h4g3 f4g2,1103,74,76,185,advantage endgame short,https://lichess.org/2lv47Nzb/black#74
0BgMd,8/k1p5/1p1p4/8/8/p7/4qPQ1/2KR4 w - - 0 38,d1d2 e2e1 c1c2 a3a2,1763,124,54,10,advancedPawn crushing endgame master short,https://lichess.org/zgiOvkb9#75
0s9b3,r1b1r1k1/pp3ppp/4q3/8/3R1B2/P1P5/2Q2PPP/R5K1 w - - 4 19,a1d1 e6e1 d1e1 e8e1,600,102,79,220,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/fHrnFXRJ#37
0rgAz,8/p3k3/2p5/3p1n1B/5P1P/P1P2P2/P7/5K2 w - - 1 35,f1e2 f5g3 e2e1 g3h5,798,105,94,192,crushing endgame fork short,https://lichess.org/a2cRP1BJ#69
0Jol7,8/4k2N/4p3/pp1pP1p1/2pP1nP1/P1P1K3/1P6/8 b - - 4 39,f4d3 b2b4 a5b4 a3b4,2484,77,91,2003,crushing endgame knightEndgame master masterVsMaster short,https://lichess.org/BDNOMre2/black#78
0gN89,6k1/1pp2pR1/2r4P/5P1P/p2p4/P2P4/1rP2Q2/1qBK4 b - - 0 30,g8h8 g7g2 b1c2 f2c2 b2c2 g2c2 c6c2 d1c2,2072,101,43,28,crushing endgame quietMove veryLong,https://lichess.org/W7enWLUI/black#60
0fK6n,r4rk1/pppqbppp/5n2/4Q1B1/8/2N5/PPP2PPP/R4RK1 b - - 2 12,f6g4 e5e7 d7e7 g5e7,1304,83,78,61,crushing middlegame short,https://lichess.org/NJi6V1cL/black#24
0j2vl,3q2k1/5pbp/1p2p1p1/p7/4P3/BPP2nPP/P1Q2P2/5BK1 w - - 2 25,g1g2 f3e1 g2g1 e1c2,992,88,76,224,crushing endgame fork short,https://lichess.org/4eWZp11C#49
06RYV,3r2k1/p4p1p/4p1p1/4P1R1/3KB2P/2P3R1/r7/8 w - - 6 33,d4c4 a2a4 c4b3 a4e4,1256,178,100,20,crushing endgame short skewer,https://lichess.org/jouHRyYm#65
1047s,r5k1/B5p1/6q1/5r2/7p/3p3P/PPbQ1PPK/2R1R3 w - - 1 27,e1e7 g6d6 h2g1 d6e7,1355,75,87,831,crushing fork middlegame short,https://lichess.org/mPjz9NXP#53
0kVQ6,6k1/7p/p3p2K/2R2pp1/P6P/BP2PnP1/7r/8 b - - 0 34,g5h4 c5c8 g8f7 c8f8,1357,75,87,236,endgame mate mateIn2 short,https://lichess.org/10ZqlDIy/black#68
0Nayz,4rrk1/p5bp/q5p1/3Npp2/8/1Q1P1PN1/3B2PP/4R2K b - - 0 28,g8h8 d5c7 a6b6 b3b6,1515,74,93,216,advantage fork middlegame short,https://lichess.org/OKNNYqoW/black#56
0jsdQ,r1b2rn1/6kp/p2P2p1/2R2p2/4P3/3B3P/PP4P1/5RK1 b - - 0 26,f5e4 c5c7 c8d7 c7d7,1573,74,92,1183,crushing middlegame short,https://lichess.org/DYibTWjY/black#52
0TafX,r1b1rnk1/1pq1p3/p2p1ppB/2pPn1N1/P1PbPQ2/2N4P/1P2B1P1/R4R1K w - - 0 20,h6f8 f6g5 f4g5 e8f8 f1f8 g8f8,1850,75,92,390,advantage long middlegame,https://lichess.org/8m0nZiDk#39
0mnnd,5rk1/2Q2pp1/1p2p2p/p2pN3/2Pn1P2/6q1/P5P1/1R3R1K w - - 0 27,c7b6 g3h4 h1g1 d4e2,1292,75,85,886,mate mateIn2 middlegame short,https://lichess.org/Cd1sf7OF#53
0tGb9,5r1k/pp4pp/2p5/5p2/8/P2nRP2/1P5P/5R1K w - - 2 33,f1d1 d3f2 h1g2 f2d1,700,96,94,651,crushing endgame fork short,https://lichess.org/MuX3x9EB#65
0zYKW,r2qk1r1/pbppbp2/1pn1pn2/4B1Q1/3PP2p/P1NB4/1PP1NPPP/R4RK1 w q - 1 14,g5h4 c6e5 d4e5 f6e4 d3e4 e7h4,2234,75,97,270,advantage discoveredAttack long middlegame,https://lichess.org/k418ftI2#27
0PGKJ,5rk1/1p4pp/3rq3/R1Rppp2/1P6/3PP1PP/3QP1K1/8 w - - 2 26,d2a2 b7b6 c5d5 b6a5,1743,76,92,1249,advantage endgame fork short,https://lichess.org/IPa1bdMU#51
0SpON,r3r1k1/ppp2pPR/2n2b2/3q4/5Q2/3B4/1pP2PP1/1K1R2N1 b - - 2 18,d5a5 h7h8 g8g7 f4h6,1595,91,100,71,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Akjv0ys7/black#36
0SRlK,8/8/p3rPk1/1p1RBb2/2p2Kp1/P1P3P1/1P6/8 w - - 9 63,d5d7 e6e5 d7g7 g6f6,1284,91,26,38,crushing endgame short,https://lichess.org/eCeiiuWH#125
0CRgF,r2q1rk1/2p2ppp/p3p3/1b1P4/1b1Qn3/1B3N2/PB3PPP/R5KR b - - 7 19,b4c3 b2c3 e4c3 d4c3,1182,76,87,375,advantage middlegame short,https://lichess.org/E0m75oor/black#38
0afNK,6k1/3r1p2/pq4pp/4p1b1/2B1P3/QP3P1P/2r3P1/R4R1K w - - 7 27,a1d1 d7d1 f1d1 b6f2,1570,77,85,50,crushing middlegame short,https://lichess.org/07XKrBKs#53
0n6Rn,8/8/1p3p2/4kP2/1Pp3PP/2P2P2/R4K2/7r w - - 5 45,h4h5 h1h2 f2e3 h2a2,844,93,93,930,advantage endgame rookEndgame short skewer,https://lichess.org/waLvkgGP#89
0LBkF,r3k2r/1p1qb1pp/p1b1Nn2/2p2p2/2P2P2/1P1P2Q1/P1B3PP/1RB2R1K w kq - 1 21,e6g7 e8f7 d3d4 c6e4,2265,91,22,24,advantage defensiveMove middlegame short,https://lichess.org/c1KzFphd#41
0mrW5,2r5/5pk1/4p3/6p1/p1P3P1/1P3P2/P2RB3/1b4K1 w - - 0 30,e2d3 c8d8 d2b2 b1d3,1699,79,80,45,advantage endgame short,https://lichess.org/O0rODMUl#59
106SN,2k5/pbp2R2/1p2p3/2n1P1K1/8/1B6/P4p2/8 w - - 1 37,f7f2 c5e4 g5f4 e4f2,1070,296,-100,1,crushing endgame fork short,https://lichess.org/MTli52IA#73
109lN,7r/4qkp1/pQ2p1n1/2pPppP1/2P3pr/3BB3/PP4P1/R4RK1 w - - 1 23,b6a6 g4g3 f1f5 e6f5,1869,80,85,50,crushing middlegame short,https://lichess.org/b9mNLkGe#45
0RUni,k2R3r/pbQ3pp/4N3/8/8/8/PPP2Pq1/2K5 b - - 3 22,h8d8 c7d8 b7c8 d8c8,794,80,100,801,endgame mate mateIn2 short,https://lichess.org/ef3SOdqu/black#44
0Cvup,8/5k2/3P3p/5p2/8/1P5P/3Kp1r1/4R3 b - - 1 38,f7e6 e1e2 g2e2 d2e2,838,103,64,49,crushing endgame rookEndgame short,https://lichess.org/DqiHfFiu/black#76
0YzzR,8/p7/1p1K4/3P4/P7/1P2k1p1/7R/2r5 w - - 0 60,h2g2 e3f3 g2g3 f3g3,1013,75,97,964,crushing endgame rookEndgame short,https://lichess.org/Kco25o7G#119
0fUTd,2k4r/4p2p/1QN3p1/5q2/4bP2/P4R2/2Pr2PP/6K1 b - - 4 28,f5f6 c6e7 f6e7 f3c3 c8d7 c3c7 d7e8 c7e7,2268,83,89,141,advantage exposedKing middlegame sacrifice skewer veryLong,https://lichess.org/Xrqlyoxa/black#56
12ocj,r1b2rk1/pp3ppp/4p3/q7/1n6/1Q2nNB1/PP1NB1PP/R3K2R w KQ - 2 13,b3e3 b4c2 e1f2 c2e3,847,85,91,93,crushing fork middlegame short,https://lichess.org/qmNmInrh#25
0gFLa,r1b3r1/p3kp2/1p2p2p/q2pP2N/2pn4/P1P5/1QP1BPPP/R3K2R w KQ - 0 18,b2b4 a5b4 a3b4 d4c2 e1d2 c2a1,1005,90,88,83,crushing fork long middlegame pin,https://lichess.org/3ZLVSmRB#35
0VKUO,2b2rk1/p4pp1/2p2b1p/q3p3/N3P3/PB3Q2/1PP3PP/3R3K w - - 1 21,d1d6 a5e1 f3f1 e1f1,649,104,86,331,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/VaOMd6jU#41
0AEJ4,2r2r2/ppq3kp/3Rp1p1/3nQ3/8/2P4P/PP3PP1/2KR4 b - - 2 22,d5f6 d6d7 c7d7 d1d7,1257,78,76,73,advantage middlegame pin short,https://lichess.org/v7ypmrib/black#44
0LjvZ,rn2kb1r/pp3ppp/2p1pnb1/q2p4/2PP2P1/P1N1PN1P/1P3P2/R1BQKB1R w KQkq - 1 9,b2b4 f8b4 a3b4 a5a1,1377,87,85,42,advantage middlegame pin short,https://lichess.org/IDwo9HKO#17
0hYuX,r1b1kb1r/1p1ppppp/2q2n2/1N2P3/3B4/2N5/2P2PPP/3QKB1R b Kkq - 0 11,f6e4 c3d5 e7e6 b5c7 e8d8 f1b5 c6c7 d5c7,2646,97,85,383,advantage clearance fork opening trappedPiece veryLong,https://lichess.org/BRlMPzXj/black#22
0wOJb,Q2b1qk1/p5pp/3p4/2p3r1/2Pn4/4N3/PP2KP1P/R1B1R3 w - - 2 22,e2d2 d8a5 d2d3 f8a8,2189,80,87,56,crushing discoveredAttack middlegame short,https://lichess.org/8pIdR3sc#43
09LFt,r2q3r/ppp1bkpp/3p1n2/n3P3/5Bb1/3P1N2/PPPN2PP/R2Q1RK1 b - - 0 12,d6e5 f3e5 f7g8 e5g4,1523,127,5,14,advantage middlegame short,https://lichess.org/Yf8z8pNW/black#24
09HHn,1k2r2r/3n1p2/B1R4p/p2p2p1/Qb1q4/5PPP/6P1/1R5K b - - 1 25,d7c5 a4b5 b8a8 c6c5,2045,161,100,13,crushing middlegame queensideAttack short,https://lichess.org/gkw9I46j/black#50
0FRxk,r3k2r/ppq2pp1/2n1pbp1/3p4/3P2P1/1QNBPP2/PP5P/2R1K2R b Kkq - 2 15,h8h2 h1h2 c7h2 b3b7 a8b8 b7c6,1730,75,84,138,advantage fork long middlegame,https://lichess.org/iADeLFJt/black#30
0ZgNC,8/3p1pkp/b2np1p1/P2p4/8/4P2P/6P1/1R4K1 b - - 4 31,e6e5 b1b6 d6c4 b6a6 c4a5 a6a5,986,80,94,313,advantage endgame fork long,https://lichess.org/5IJVCzIC/black#62
0KwTT,r2qk1nr/ppp1b3/8/3pPb2/3B2pp/2P5/PP1NQ1PP/2KR1B1R b kq - 0 16,d8d7 e5e6 d7a4 e2b5 a4b5 f1b5,2120,74,91,217,advantage exposedKing long opening,https://lichess.org/DZHmnDBo/black#32
10AqT,1k6/1Nrr1p2/pq2p1p1/2b1P3/1P2BPKP/P4QP1/8/5R2 b - - 0 36,c5e7 b7a5 f7f5 e5f6,2020,222,100,15,crushing enPassant middlegame quietMove short,https://lichess.org/4MsYq8N9/black#72
05gec,5r1k/5pb1/p2pqN1Q/1r4R1/p1p1P1R1/6PP/6PK/8 b - - 0 31,g7h6 g5g8 f8g8 g4g8,785,91,71,417,arabianMate mate mateIn2 middlegame short,https://lichess.org/Pgrb3OzI/black#62
0PjOo,5rk1/ppp2p2/2np3B/8/1PB1p2q/2P2b1P/P1P2P2/R2Q1RK1 w - - 0 19,c4e2 h4h3 e2f3 e4f3 d1f3 h3f3,1903,74,94,6762,crushing long middlegame,https://lichess.org/NMxLt0u9#37
0rg7R,r1b1qrk1/pp4b1/2p1pnQ1/3p2NP/2PP3P/2N1P3/PP3P2/2R1K2R b K - 0 16,f6h5 g6h7,1143,192,100,15,mate mateIn1 middlegame oneMove,https://lichess.org/chXcCTqS/black#32
10AqC,r4r1k/p2q2n1/1p6/6p1/3P1p2/P1P1Q3/BP5P/R4RK1 w - - 0 30,e3e5 d7g4 g1h1 a8e8,2089,80,79,62,advantage middlegame short,https://lichess.org/Z5TKc9EN#59
